Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,,,,,Media Fuel Info City,"Ponderi Fuel Info (RANDBETWEEN(0,10)","SUMPRODUCT(Fuel Info, ponderi)",SUM(ponderi),Media ponderat?,Mediana Fuel Info,Modul Fuel Info,Abaterea standard Fuel Info
85,109,242,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover S-Charged,Land Rover,2011 Land Rover Range Rover,2011,510,461,,,,,,3,,,,,,
85,109,242,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover HSE LUX,Land Rover,2011 Land Rover Range Rover,2011,375,375,,,,,,5,,,,,,
85,109,242,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover HSE,Land Rover,2011 Land Rover Range Rover,2011,375,375,,,,,,10,,,,,,
85,109,242,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2010 Land Rover Range Rover Supercharged,Land Rover,2010 Land Rover Range Rover,2010,510,461,,,,,,5,,,,,,
85,109,242,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2010 Land Rover Range Rover HSE,Land Rover,2010 Land Rover Range Rover,2010,375,375,,,,,,1,,,,,,
99,14,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Dynamic,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,,,,,,8,,,,,,
99,4,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Pure,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,,,,,,10,,,,,,
69,4,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Coupe Pure,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,,,,,,0,,,,,,
69,14,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Coupe Dynamic,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,,,,,,6,,,,,,
99,4,77,Four-wheel drive,Land Rover 2.0L 4 Cylinder 240 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Land Rover Range Rover Evoque Prestige,Land Rover,2012 Land Rover Range Rover Evoque,2012,240,251,,,,,,4,,,,,,
190,83,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,29,Automatic transmission,2011 Chrysler 200 Touring Convertible,Chrysler,2011 Chrysler 200 Convertible,2011,173,166,,,,,,6,,,,,,
190,83,49,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,E85,21,Automatic transmission,2011 Chrysler 200 Limited Convertible,Chrysler,2011 Chrysler 200 Convertible,2011,283,260,,,,,,10,,,,,,
114,58,24,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic,19,Gasoline,29,Automatic transmission,2011 Chrysler 200 S Convertible,Chrysler,2011 Chrysler 200 Convertible,2011,283,260,,,,,,10,,,,,,
63,38,163,Rear-wheel drive,Ferrari 5.7L 12 Cylinder 540 hp 434 ft-lbs,TRUE,6,6 Speed Automatic,9,Gasoline,16,Automatic transmission,2010 Ferrari 612 Scaglietti,Ferrari,2010 Ferrari 612 Scaglietti,2010,540,434,,,,,,7,,,,,,
252,167,209,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover Sport HSE,Land Rover,2011 Land Rover Range Rover Sport,2011,375,375,,,,,,8,,,,,,
252,167,209,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover Range Rover Sport Supercharged,Land Rover,2011 Land Rover Range Rover Sport,2011,510,461,,,,,,6,,,,,,
252,167,209,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Land Rover Range Rover Sport HSE LUX,Land Rover,2011 Land Rover Range Rover Sport,2011,375,375,,,,,,6,,,,,,
205,58,24,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,20,Gasoline,29,Automatic transmission,2010 Chrysler Sebring LX Convertible,Chrysler,2010 Chrysler Sebring Convertible,2010,173,166,,,,,,5,,,,,,
205,58,24,Front-wheel drive,Chrysler 2.7L 6 cylinder 186 hp 191 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,E85,19,Automatic transmission,2010 Chrysler Sebring Touring Convertible,Chrysler,2010 Chrysler Sebring Convertible,2010,186,191,,,,,,9,,,,,,
205,58,24,Front-wheel drive,Chrysler 3.5L 6 cylinder 235 hp 232 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,27,Automatic transmission,2010 Chrysler Sebring Limited Convertible,Chrysler,2010 Chrysler Sebring Convertible,2010,235,232,,,,,,9,,,,,,
247,174,140,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2010 Land Rover Range Rover Sport HSE,Land Rover,2010 Land Rover Range Rover Sport,2010,375,375,,,,,,0,,,,,,
247,174,140,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2010 Land Rover Range Rover Sport Supercharged,Land Rover,2010 Land Rover Range Rover Sport,2010,510,461,,,,,,3,,,,,,
218,233,16,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Chrysler Sebring Touring Sedan,Chrysler,2010 Chrysler Sebring Sedan,2010,173,166,,,,,,8,,,,,,
218,233,16,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Chrysler Sebring Limited Sedan,Chrysler,2010 Chrysler Sebring Sedan,2010,173,166,,,,,,0,,,,,,
252,167,209,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover Range Rover Sport Autobiography,Land Rover,2011 Land Rover Range Rover Sport,2011,510,461,,,,,,4,,,,,,
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2011 Saab 9-3 2.0T SportCombi,Saab,2011 Saab 9-3 SportCombi,2011,210,221,,,,,,2,,,,,,
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2011 Saab 9-3 2.0T Aero SportCombi MT,Saab,2011 Saab 9-3 SportCombi,2011,210,221,,,,,,7,,,,,,
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Automatic,17,Gasoline,27,Automatic transmission,2011 Saab 9-3 2.0T SportCombi XWD,Saab,2011 Saab 9-3 SportCombi,2011,210,221,,,,,,9,,,,,,
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,28,Automatic transmission,2011 Saab 9-3 2.0T SportCombi AT,Saab,2011 Saab 9-3 SportCombi,2011,210,221,,,,,,9,,,,,,
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2011 Saab 9-3 2.0T Aero SportCombi,Saab,2011 Saab 9-3 SportCombi,2011,210,221,,,,,,0,,,,,,
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,2011 Saab 9-3 2.0T SportCombi XWD MT,Saab,2011 Saab 9-3 SportCombi,2011,210,221,,,,,,8,,,,,,
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2012 Scion tC,Scion,2012 Scion tC,2012,180,173,,,,,,9,,,,,,
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2012 Scion tC AT,Scion,2012 Scion tC,2012,180,173,,,,,,6,,,,,,
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2012 Scion tC 7.0,Scion,2012 Scion tC,2012,180,173,,,,,,3,,,,,,
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2012 Scion tC 7.0 AT,Scion,2012 Scion tC,2012,180,173,,,,,,7,,,,,,
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2011 Scion tC,Scion,2011 Scion tC,2011,180,173,,,,,,6,,,,,,
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2011 Scion tC AT,Scion,2011 Scion tC,2011,180,173,,,,,,10,,,,,,
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2010 Scion tC,Scion,2010 Scion tC,2010,161,162,,,,,,2,,,,,,
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,29,Automatic transmission,2010 Scion tC AT,Scion,2010 Scion tC,2010,161,162,,,,,,3,,,,,,
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2011 Aston Martin DB9 Coup,Aston Martin,2011 Aston Martin DB9 Coup,2011,470,443,,,,,,7,,,,,,
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2011 Aston Martin DB9 Coup AT,Aston Martin,2011 Aston Martin DB9 Coup,2011,470,443,,,,,,5,,,,,,
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2010 Scion tC 6.0,Scion,2010 Scion tC,2010,161,162,,,,,,7,,,,,,
134,67,219,Front-wheel drive,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,29,Automatic transmission,2010 Scion tC 6.0 AT,Scion,2010 Scion tC,2010,161,162,,,,,,4,,,,,,
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2010 Aston Martin DB9 Coup,Aston Martin,2010 Aston Martin DB9 Coup,2010,470,443,,,,,,7,,,,,,
20,103,87,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2010 Aston Martin DB9 Coup AT,Aston Martin,2010 Aston Martin DB9 Coup,2010,470,443,,,,,,3,,,,,,
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,2010 Saab 9-3 2.0T SportCombi XWD MT,Saab,2010 Saab 9-3 SportCombi,2010,210,221,,,,,,6,,,,,,
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Saab 9-3 2.0T SportCombi AT,Saab,2010 Saab 9-3 SportCombi,2010,210,221,,,,,,8,,,,,,
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2010 Saab 9-3 2.0T Aero SportCombi MT,Saab,2010 Saab 9-3 SportCombi,2010,210,221,,,,,,4,,,,,,
249,80,8,All-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,6,6 Speed Automatic,17,Gasoline,27,Automatic transmission,2010 Saab 9-3 2.0T SportCombi XWD,Saab,2010 Saab 9-3 SportCombi,2010,210,221,,,,,,8,,,,,,
216,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Saab 9-3 2.0T Aero SportCombi,Saab,2010 Saab 9-3 SportCombi,2010,210,221,,,,,,9,,,,,,
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,29,Gasoline,37,Manual transmission,2012 MINI Cooper Hardtop,MINI,2012 MINI Cooper Hardtop,2012,121,114,,,,,,5,,,,,,
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission,2012 MINI Cooper Hardtop AT,MINI,2012 MINI Cooper Hardtop,2012,121,114,,,,,,4,,,,,,
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper S Hardtop,MINI,2012 MINI Cooper Hardtop,2012,181,177,,,,,,6,,,,,,
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2012 MINI Cooper S Hardtop AT,MINI,2012 MINI Cooper Hardtop,2012,181,177,,,,,,3,,,,,,
127,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2012 MINI John Cooper Works Hardtop,MINI,2012 MINI Cooper Hardtop,2012,208,192,,,,,,2,,,,,,
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,29,Gasoline,37,Manual transmission,2011 MINI Cooper Hardtop,MINI,2011 MINI Cooper Hardtop,2011,121,114,,,,,,10,,,,,,
127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission,2011 MINI Cooper Hardtop AT,MINI,2011 MINI Cooper Hardtop,2011,121,114,,,,,,2,,,,,,
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2011 MINI Cooper S Hardtop,MINI,2011 MINI Cooper Hardtop,2011,181,177,,,,,,10,,,,,,
127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2011 MINI Cooper S Hardtop AT,MINI,2011 MINI Cooper Hardtop,2011,181,177,,,,,,10,,,,,,
127,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2011 MINI John Cooper Works Hardtop,MINI,2011 MINI Cooper Hardtop,2011,208,192,,,,,,6,,,,,,
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,37,Manual transmission,2010 MINI Cooper Hardtop,MINI,2010 MINI Cooper Hardtop,2010,118,114,,,,,,7,,,,,,
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,33,Automatic transmission,2010 MINI Cooper Hardtop AT,MINI,2010 MINI Cooper Hardtop,2010,118,114,,,,,,4,,,,,,
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,2010 MINI Cooper S Hardtop,MINI,2010 MINI Cooper Hardtop,2010,172,177,,,,,,7,,,,,,
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,2010 MINI Cooper S Hardtop AT,MINI,2010 MINI Cooper Hardtop,2010,172,177,,,,,,7,,,,,,
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2010 MINI John Cooper Works Hardtop,MINI,2010 MINI Cooper Hardtop,2010,208,192,,,,,,10,,,,,,
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper Convertible,MINI,2012 MINI Cooper Convertible,2012,121,114,,,,,,10,,,,,,
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,35,Automatic transmission,2012 MINI Cooper Convertible AT,MINI,2012 MINI Cooper Convertible,2012,121,114,,,,,,8,,,,,,
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper S Convertible,MINI,2012 MINI Cooper Convertible,2012,181,177,,,,,,1,,,,,,
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2012 MINI Cooper S Convertible AT,MINI,2012 MINI Cooper Convertible,2012,181,177,,,,,,3,,,,,,
134,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2012 MINI John Cooper Works Convertible,MINI,2012 MINI Cooper Convertible,2012,208,192,,,,,,4,,,,,,
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,2011 MINI Cooper Convertible,MINI,2011 MINI Cooper Convertible,2011,121,114,,,,,,4,,,,,,
134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,36,Automatic transmission,2011 MINI Cooper Convertible AT,MINI,2011 MINI Cooper Convertible,2011,121,114,,,,,,7,,,,,,
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2011 MINI Cooper S Convertible,MINI,2011 MINI Cooper Convertible,2011,181,177,,,,,,7,,,,,,
134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission,2011 MINI Cooper S Convertible AT,MINI,2011 MINI Cooper Convertible,2011,181,177,,,,,,10,,,,,,
134,144,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2011 MINI John Cooper Works Convertible,MINI,2011 MINI Cooper Convertible,2011,208,192,,,,,,10,,,,,,
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,36,Manual transmission,2010 MINI Cooper Convertible,MINI,2010 MINI Cooper Convertible,2010,118,114,,,,,,8,,,,,,
127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,33,Automatic transmission,2010 MINI Cooper Convertible AT,MINI,2010 MINI Cooper Convertible,2010,118,114,,,,,,0,,,,,,
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission,2010 MINI Cooper S Convertible,MINI,2010 MINI Cooper Convertible,2010,172,177,,,,,,2,,,,,,
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,2010 MINI Cooper S Convertible AT,MINI,2010 MINI Cooper Convertible,2010,172,177,,,,,,3,,,,,,
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2010 MINI John Cooper Works Convertible,MINI,2010 MINI Cooper Convertible,2010,208,192,,,,,,4,,,,,,
167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Jaguar XJ,Jaguar,2011 Jaguar XJ,2011,385,380,,,,,,8,,,,,,
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2011 Jaguar XJL,Jaguar,2011 Jaguar XJ,2011,385,380,,,,,,4,,,,,,
167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XJ Supercharged,Jaguar,2011 Jaguar XJ,2011,470,424,,,,,,6,,,,,,
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XJL Supercharged,Jaguar,2011 Jaguar XJ,2011,470,424,,,,,,3,,,,,,
167,3,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XJ Supersport,Jaguar,2011 Jaguar XJ,2011,510,461,,,,,,0,,,,,,
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Jaguar XJL Supersport,Jaguar,2011 Jaguar XJ,2011,510,461,,,,,,3,,,,,,
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu 1LS,Chevrolet,2012 Chevrolet Malibu,2012,169,160,,,,,,2,,,,,,
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu 1LT,Chevrolet,2012 Chevrolet Malibu,2012,169,160,,,,,,9,,,,,,
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu 2LT,Chevrolet,2012 Chevrolet Malibu,2012,169,160,,,,,,6,,,,,,
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2012 Chevrolet Malibu 3LT,Chevrolet,2012 Chevrolet Malibu,2012,252,251,,,,,,1,,,,,,
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu 1LZ,Chevrolet,2012 Chevrolet Malibu,2012,169,160,,,,,,9,,,,,,
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2012 Chevrolet Malibu 2LZ,Chevrolet,2012 Chevrolet Malibu,2012,252,251,,,,,,3,,,,,,
218,233,16,Front-wheel drive,Chrysler 3.5L 6 cylinder 235 hp 232 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,27,Automatic transmission,2010 Chrysler Sebring Limited Sedan 3.5L,Chrysler,2010 Chrysler Sebring Sedan,2010,235,232,,,,,,8,,,,,,
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper Clubman,MINI,2012 MINI Clubman,2012,121,114,,,,,,5,,,,,,
144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,35,Automatic transmission,2012 MINI Cooper Clubman AT,MINI,2012 MINI Clubman,2012,121,114,,,,,,2,,,,,,
